POU1HjdXziM,Gurdeep Parhar
O8e8TtfzSpY,Hendrik Poinar
hj7wkh6nONE,Carrie Gillon
QzPbY9ufnQY,Lizzie Velasquez
XSuZ6ukuz5s,David Trujillo
fBLErez9ljw,Elizabeth Phillips
PiVB5niLrWg,Minna Salami
I9tB6Q5bmcQ,Mitchell Besser
nFEgRt2EH1g,Natasha Hurley-Walker
mc0vhSseGk4,Erik Johansson
jpRqbP9Nv9k,Catherine Reitman
twWkGt33XSk,Margaret Mitchell
SjaWs87t5UM,Paul Greenberg
r2YiRiLAUSY,Pedro Domingos
GFXHYtY9ag8,Gala Darling
gCWeVYCcKXw,Jacob Appelbaum
2Shh4UkPVCc,Zachary Estes
BjclkhNAO0s,Enrique PeÃ±alosa
QleRgTBMX88,Kathryn Schulz
Smhe7COLiR0,Kevin Njabo
1SS2wOnkcSk,Molly Crockett
2EeqUSQMjbw,Matan Berkowitz
E6atIJ8RDzU,Bart Weetjens
4rttG3xyHcw,David Binder
oDNgnrtSD8w,Edi Rama
uWfLwKHSEko,Ethan Nadelmann
CVaSIZVzUoc,Neri Oxman
EaYS6muHSSI,Lucianne Walkowicz
kvSuyUTx5Po,Sean Gourley
gIuhIo7mO5A,Christina Smolke
Yp3kmJ4kjHQ,Juan Enriquez
7rMYfiRNT7g,Mark Pollock
DUd8XAS5HEk,Laurie Santos
7POkIJfbMyU,Michaela Higgins
Qao76IPXWSE,Musimbi Kanyoro
jcSSY9rDN2g,Laura Snyder
dj4Qk5rUmRw,Jannike StÃ¶hr
mj0Ymr2DzUY,Colleen Flanigan
zb4bp2volBg,Moshe Israeli
u4iOeHXObok,Birte Karoline Manke
p9UC0chfXcg,Dr. Gerald Pollack
g6VgDuuZaao,RaÃºl Cristian Aguirre
Sew0bn8mGAA,George Whitesides
cAGFKYNrQgY,BÃ©atrice Coron
U5s5D0jQVlo,Dan Royston
XMSQKG70a5s,Natalie Panek
iF5SaDJOr6U,Michael Bodekaer
Kk7kzUt3SLc,Shamini Jain
7Mn4PnGRuPk,Farhan Thawar
PXMJobWlXks,Magnus Larsson
KoXdjyJyxbE,Bob Kline
YsYHqfk0X2A,Ramsey Musallam
WkNpElapS9s,Meera Dolasia
LzMJCFSAtf4,Kain Pierce
NP8xt8o4S5Q,Garry Kasparov
6AvXhgXlGpE,Patricia Smith
vWJwa7lntTs,Amy Green
IfqdMoKVIR0,Kacie Hultgren
Xv2gHiX9Bqw,Mathias Jud
oHDeULyOqmM,Dimitry Anselme
moS9iMlmsP0,Ariel Garten
BA8XOF6IpXA,Nikolaos Mavridis
X9NFPZGyDPg,Tyrone Hayes & Penelope Jagessar Chaffer
OibJT7GSwyo,Ben Smith
RS5O4n0TqlU,Harry Bradford
b2qM1ISJCEQ,Anthony McCarten
DFjIi2hxxf0,Tom Thum
jh7TYJHec2s,Volkan Tasdan
C9XIVtUEgFE,Nick Cienski
Sx1qkuvUxuI,Parul Sehgal
eXp5QSfXLQU,Ueli Gegenschatz
3GVOSMfIl1Q,Rodney Mullen
CHxhjDPKfbY,David Allen
kfAxGhOS3S8,Ivars Austers
TvcNw4F0Y4Y,David Burkus
Ssl0043HgQU,Elizabeth Lev
GjijgEch52Y,Ghassan Fadhal Bait Bin Saleem
DnbC2Tii0S8,Brandon P.
GWXvTgjsPFE,Hans Rosling
6lFvXTxgokY,Cyrena Drusine
EijI8QaExDg,Jodie Patterson
zXSrqdSohyA,Chris Broad
oI7QJytJrco,Christopher Bradley
swI68y2oQ60,Jay Quigley
A3yBxsDv8lM,Alisha Lockley
MvojSku8zk0,Haben Girma
1InHN8JPazA,Janis Jatnieks
wa7H1A81bdM,Jelena Mitra
lJGtXuCmZBM,Shilo Shiv Suleman
DqbM1ZrpTQg,Deborah Rhodes
wN3ovSzal3g,Tamara Ben-Halim
8zw7AXwnb8M,Yvonne Orji
ZBWsmoy5Re4,James Mulvale
zqLYcJ6Ib3c,Matthew Williams
PMBWNbj2awk,Allen Samuels
jE1j5Om7g0U,Judson Brewer MDPh.D.
zzJSRrzklW0,Orlando Gay Chorus
MwzqSswl4cI,Jimmy Botella
wC33HAqSSx8,Jonas Eliasson
7gouSXt2zE4,Carl Safina
1KFUSfbcwfw,Marisa McGrath
rftagV38YKY,Sarah Parcak
oPDaWYUCn8Y,Brien Barnett
B1dkma6GRZo,Stuart Konfron
F8bM8K7WSR8,Dimitar Sasselov
Bwj3SVZZOHo,Bear Kittay
SY78HMlWo6k,David B. Le
w46rfUN52ps,Ross Langdon
kNQ99DQsNKw,Emily Leach
waRCSCQnoeY,Sisonke Msimang
UOo13qXVdy4,Black Label Movement
Er9bh94f1w0,Ann McMahon
axRSF7ku0Zg,Dillon Archer
HSzqFSOft20,Elizabeth Murray
X7uiSiAp8Pc,Kate Hartman
CbS6PPBJJB8,Eric Mead
FdHJw0veVNY,Theo E.J. Wilson
HCJRXoYOoaI,Rian Bedard
bzlYyhh3X0w,Kelli Jean Drinkwater
SQwRsVyk7us,Catarina Mota
SQB9zNWw9MA,Vikram Sharma
WHjKnNbYiOs,Gregory Heyworth
Pro06WQG77M,Lauren Chaby
nUdsTizSxSI,Dan Ariely
JNt1k3ohkbs,Will Potter
z5ncIwCZDGU,Anya Pogharian
y6MC4iXhT6I,Jonathan Klein
9KACXVScWS4,Anote Tong
KsqZqa9zYXA,Kaori Takiguchi
a7cDt5r2pGY,Mike Velings
BT2XlI8oeh0,Zain Asher
U6FvJ6jMGHU,Daphne Koller
oSWYawFzOKE,Josh Freeman
zWxFhFZJDks,Jeff Smith
dbic3JCX1jo,Carley Rogers
lXNE4MD2X2w,Amma Asante
VNGFep6rncY,Paul Rulkens
Ok6LbV6bqaE,Mitch Resnick
tzJYY2p0QIc,Daniel Reisel
nZLO2PnGzMg,Tony Hall
gQShmD0C81U,Kyle Sharp
UJv5B7s1DdE,Aida Mwizerwa
G1Ke6JIZyX4,Olivia Lai
v84pD2g3gSk,Khadija Gbla
tbicAmaXYtM,Alicia Garza & Patrisse Cullors & Opal Tometi
klLtDoVkZ98,Cristine Chen
4Rtfi4MSafA,John G. Jung
LbIXYEW9CSQ,Harsha Bhogle
Qd5rAVHT6Vw,Elizabeth Wayne
SSHpklbuPtE,Alissa Chavez
B8rmi95pYL0,Tali Sharot
31iuh9pfFwg,Andre Feriante
i1OAMgrsUUw,Isabella Biney
TYFH0DSjyqc,Francesco Sauro
6qTfX4U6CS0,Verna Myers
YAV96XSdMQo,Michelle Thaller
UxYtVyTowQs,Tharessa Kehl
OF5VVrsnpzo,Amy Webb
JiXzBl8p9v8,Mary Beth Nawor
0nI65jgHG9o,Chip Kidd
ZhDgwrKSBWQ,Lydia Prieg
cGrFSZYPAyk,Harmon Parker
YhpMSjbVopo,Doris Fromberg
jPyR3UDhOm4,Jonas Gahr Store
SXYwKxdxfF8,Patrick Leenen
4v4Pf5Dt8Hg,Vigga Svensson
TpC8wNkjSvs,Angad Arora
xlGG1OSpbKk,Damian Beauchamp
aQ8T4sySLxw,Vegar Ottesen
ReCvreRPdeY,Kent Thornburg
asgdGSGQBgY,Elisa HÃ¶rhager
tSN0n2yqIJI,Catherine Courtenaye
qYvXkSbqlBk,Brian Little
BMOjVYgYaG8,Christina Warinner
5pW2b1vwwf4,Andrea Pennington
KaiwGb0csas,Eduardo BriceÃ±o
boSGZ3qSAys,Kristin Westdal
XPa1RE59wpg,Angela Rastegar Campbell
NhSTVcNFtVI,Pico Iyer
tZsQP9gl6RQ,MAYA
b4UFlldZuKk,Aziza Chaouni
cnQFvrWDYsU,Eric Whitacre
fCt6PoTfPvg,Kenneth Rimdahl
T3fznrlWaSo,Mushtaq Dualeh
tJ8sXlSHrjM,Laura Boushnak
txxOrXPNzpo,Steven Addis
LhjsRjC6B8U,Laura Bates
XGq3MXQlRJs,Josef Rauschecker
p1i6A7t6L2g,Charlie Morley
RgqtrlixYR4,Johan Rockstrom
Cv8ttNerBEg,Mo El-Fatatry
sVtIuDKFO1c,Karim Abouelnaga
iKEtQSzz4GA,Yossie Hollander
mK6IdD4GXPo,Marc Buckley
7jRND5IU3Qg,Kristen Race
Wj4E90stS2c,Jon Barnes
9XRPbFIN4lk,Adam Baker
qxmEpmCtM3o,Caroline Paul
CQ5dRyyHwfM,Denise Herzing
2K6P014XXmQ,Natasha Hurley-Walker
ZX8MBBohX3s,Marco Tempest
WNDWYW4yWEM,Charles Anderson
7O7BMa9XGXE,Kandice Sumner
2NWpMqD8Qyk,Jill Farrant
SEDvD1IICfE,John Antonakis
X5uGLbV5zVo,Jem Bendell
cyBeRNOxNBk,Allen Lim
5ODzO7LzSpw,Thomas Thwaites
Qh1iU3Srx5g,Alex Owumi
ivfJJh9y1UI,Jenni Chang & Lisa Dazols
FPhZGDS6kVQ,Tim Leberecht
S6BLFdBfgfU,Steven Cowley
uYyvbgINZkQ,Verna Myers
ZuCX92wuw2g,Nolan Watson
KQbTvFHymLc,Jackie Huba
EUYLa7MAlPc,Lissa RankinMD
tiwVMrTLUWg,Chris Urmson
zWU9D2duSgs,Harley Neville
WjBwhwe5Scc,Isabel Behncke
hDLISEt8hBs,Anastasia Taylor-Lind
mzy84VbSGxk,Jordan Duffy
qJ7A74Vx7YE,Huu Kim Le
o3VwYIazybI,Rana el Kaliouby
duAmvHlRcYI,Itamar Mendesflohr
xMjSPS6H69g,Amanda Palmer
ihoR9B7pS1Q,Harish Manwani
BsVzjd5HS9Y,Janis Bergs
01GWGmg5jn8,Roger Christie
bVV2Zk88beY,Megan Phelps-Roper
2mU8xezh7rQ,Matthew Owen
BdxSZwxtg8Q,Easton LaChappelle
EEWTNYovKfE,Loren Cobb
maCww8AXIvg,Amr Sobhy
dsMCVMVTdn0,Michael Hansmeyer
UQniNhS6LOY,Jeremie Saunders
jJMBwqhD9DE,Andrew Siemion
89Dhye1lgik,Leander Krawinkel
2FASIuDTMjE,Zenka
z4vmzTZ7qLA,Kester Brewin
ldhppc7GmZg,Aaron Horowitz
hYbSavnaJSE,Jessica Haas
V2PP3p4S4R8,Reggie Rivers
5nwSjRA3kQA,Leah Pearlman
wstksuaSMD4,Dick Moore
dooLZNsHVDY,Tom O'Neill
CilXrSYMA8U,Tollak Ollestad
W9wwvA5BRZc,Yumiko Ono
E4ptaIDAIlY,Genesis Butler
ramueKMLXZY,Ryan QuirkPh.D.
aSavBsX60Ss,Wanuri Kahiu
8n5O9tz30So,Alyssa Royse
sucza6EOIf0,Sarah Jones
06M8qY7Q74Y,Don Dodge
AR6RiSHN7S0,Professor Tara Shears
n9OhxKlrWwc,Mike McGrath
2m9kC1yRnLQ,Michel Laberge
OLHh9E5ilZ4,Matt Ridley
cQ3PWXoYIoE,Thomas KLINGER
4oFGmxZ2nqE,Hannah Dawson
VObLitSe3K0,Fred Kirschenmann
Jc9RdbHEFa0,Jared Ficklin
gUWWt30oZ3w,Aslan Maleki
UDXtFbSmBAg,Dr. Mark Holder
NjpXs8Ymr14,Dorie Clark
2MYsx6WArKY,Jonathan Haidt
FrsiPG3Cs08,Michael Hing
0HEXx3SP8kk,Brian Skerry
1fZk6aWnqGg,Matthew Owen
gJv1WdMUz0w,Anita Sanchez
gSCSsL3it9Y,Kiran Bedi
U1a72bvusS0,Jennifer Scappettone
nn5k4snG3rA,Jeff Hancock
Mgbf3cq7lms,Alberto Angela
xlUPlxSpDRo,Kathy Hull
2xs8qmk0OPc,Alia Indrawan
bGOQFSkA6SE,American School of Barcelona
ol1b5mMeP7s,Ge Wang
W4LYn4mIP18,Sunny Young
73jPh0eRPSY,Narayana Peesapaty
tVIaoQrnAxY,Raphael Rodan
WSKPrVG3Evs,Stephen Collis
G0jxiJzIiz4,Alan Schaaf
W3C23m71Yws,Ashkan Fardost
66Smr600NjU,Avi Rubin
97MWOERYSdE,Luke Harding
n706Sqp20Mk,Eric Marr
6bCHq1OvGR4,Brandy Agerbeck
6oLsJUH1cfU,Soyapi Mumba
o4Nno6POrwE,Sharon Brous
CSeFjLZqXt8,Didier Sornette
gxuQp1X4mx8,Ray Manard
nyLYQYHGbvI,Kwabena Boahen
XX30i6nC7ro,Debi Silber
bXnTAnsVfN8,Nicole Maines
ggPh4X7UKwY,Andre Wegner
x1177phymxY,Bassam Tariq
wX78iKhInsc,Sir Ken Robinson
NCPzjiSS2Oo,Blaise Aguera y Arcas
x8QxdldkPNM,Pauls Raudseps
aEa11FZwTRY,Jamie Anderson
gzthxdm7XNs,Todd Humphreys
esD6aaIjhek,John Koenig
kZP8KqrSbcw,Andrew Dent
3qXLZYXSJSI,Victoria Zanotto
6XNrzmh0EVs,Ingrid Vanderveldt
9YekkGz1E2k,Janet Echelman
OyPGDBOqPFs,Sophal Ear
KJ3lcCa0G4Y,Joan Roughgarden
t4kyRyKyOpo,Jeremy Howard
dsfROmgVN5U,Daniele Ganser
unNRCSj0igI,Lee Cronin
SH86f9zom10,May Thway Ko
D9ZNpt6FVTY,Marlon Peterson
oJfFMoAgbv8,Henning Beck
wG4RnDNWtJo,Robin Murphy
B12syeJflbQ,Melissa Fleming
weyd0UMdP7g,Ayelet Baram Tsabari
mWA2uL8zXPI,Peggy Orenstein
IBoJcDlqmo0,Gary Marcus
chXKZC4D42k,Jennifer Perry
sYUjyH8Y0No,Heather Brooke
3Y2Or0LlO6g,Lesley Hazleton
eDFrlV106iM,Sam McMullen
hTAXEq6zLo8,Robert Wright
CcxEYXHWxqs,Susan Strong
B4xOFsygwr4,Adam Spencer
zESeeaFDVSw,Patti Dobrowolski
gwWrkgV47F0,Jeanne Leimkuhler
mSvyBpWueu4,Kakenya Ntaiya
B905LapVP7I,David Lee
q43uXdOKPD8,Shigeru Ban
5s61n2MLGRQ,Rasandeep Sagoo
fw30yjccnD4,CiCi
jKM0jlPW8x0,Joel Jackson
RPjqPHCMJHU,Rose Goslinga
f5q9ZJ62NOo,Angelina Patel
KSWL5iqvPlY,Sasha Joseph Neulinger
D5iFVKhLStU,Adrian Adams
SmqSHqRnngc,Trevor Copp & Jeff Fox
pbotabqHUys,Trudi Collet
sodSeJBf9Y0,Erik Brynjolfsson
PrIvtWhI1DM,Liz & Kyle von Hasseln
YodRXxzhb7s,Michael Feindt
WOgSqHtTtHY,Dr. Jordan B. Peterson
4Lr1dvOjSUw,Deondra Parks
C3DyhrDsNUA,Robert S Lawrence MD
H3NVSSA9oSI,Lara Stein
zXCiv4sc5eY,Conor Neill
gmn7tjSNyAA,Kamal Meattle
tH5iEf9oxaI,Anne-Marie Slaughter
H682jmofwZs,Reed Kroloff
DajRM7VyeZ4,Beth Shapiro
SCEKKHyxgaw,Ameenah Gurib-Fakim
yVwAodrjZMY,Edward Snowden
sLiM2SizFl4,Lemn Sissay
QxkxcsrveLw,Leymah Gbowee
sTA9egEBPts,Caitria & Morgan O'Neill
ByuWS1bBwpc,Michael McGrew
kNhyOYv2ejw,John Coyle
ofsncCF9OSU,Gary Haugen
zMAU8SY8pMs,De Kai
53P0aypkpXY,Debanuj DasGupta
AQcUeQsljSs,Jon Keppel
k7djE1X16og,Shelley Prevost
GZGY0wPAnus,Apollo Robbins
JRfeYdKU4D4,Kathy Wills
yDubrSRjlCE,Jimmy Hallyburton
SHt4qiDRZE8,Luis von Ahn
ukgnU2aXM2c,Meredith Perry
aySy3tSYGYw,Miranda Wang & Jeanny Yao
iKHTawgyKWQ,Larry Smith
yOc9mFvusDg,Gever Tulley
SU1foLW8h54,Thomas Lloyd
RhgrbQmYOSY,Lemn Sissay
ZUGOaSux6pU,Shadeed Wallace-Stepter
UyQIKwSPZGM,Andrew Sayer
5pXelS1clHs,Patrick Gentempo
AlsFSLXjVdw,Pawel Jarmolkowicz
fwm3azuoLr4,Felice Davis
SbphPa7Wp4c,Sangeeta Bhatia
EGjxIS5MPUY,Thelma Golden
fSErHToV8IU,James Lyne
bhHJ4DRZNZM,Karen Armstrong
r8WPIZJOJuk,Szymon Drobniak
a4ZBzM3L6ws,Chris Sheldrick
C44r6knuJtU,Keolu Fox
9vpqilhW9uI,James Flynn
rNgqQNovWTc,Dean Kamen
Xl6wxnnSStI,Charlie Todd
wznroZvpVHU,Alexia Safieh
Vj3gCWmJSiE,Jennie Bernstein
MtSE4rglxbY,Alain de Botton
kYXiegTXsEs,Rick Steves
qyecmU5r9SI,Rhonda Lawes
7p4zw4SqgUw,Ingrid Walker
oKtALHe3Y9Q,Mellody Hobson
B4a0NvLTebw,Safwat Saleem
RJ0ldeMS9SM,Dominique Raccah
vhVWzkbAW4I,Paula Johnson
0sYguTPLpHE,Jessica O'Reilly
s6rJLXq1Re0,Riccardo Sabatini
5AcjM5BKfRQ,Paul Myers
6E3zVSCSGYk,Greg Mathers
mw2z9lV3W1g,Lawrence Lessig
ZLS6MeYBeUs,Euna Lee
xjuY3lUfkK8,Melissa Garren
k0GQSJrpVhM,Guy Winch
LuG2rf9enHE,Angel Abbud-Madrid
dgYItsUBW1M,Tamra Ryan
zuYzOn0U2PY,Thomas P. Campbell
k6DPjCmc3BM,Juha Kaakinen
s7YsNStlRwI,Lew Crampton
BStjKYvEziI,Sandrine Thuret
3WMuzhQXJoY,Cassie Jaye
HI7zfpitZpo,Kailash Satyarthi
PVfd6fg7QsM,James Cameron
hcIpbUsIVKw,Denisa Kostovicova
ZLiUelSu7s8,Chris Nowinski
PRsopS7yTG8,Katrina Spade
lbfhz7u0qyI,Adam Johnson
znO7UHpxgTI,Kevin Connolly
sfIpMJwRFk8,Ray Zahab
6ul2TSvUDog,Enric Sala
9H38oQBw2HU,Roger Stein
kbAac9DxM1I,Tommaso Ghidini
3phTundagzQ,Dr. Donald Warne
DKISYPEF0Ls,Dhruvik Parikh
JD4O7ama3o8,Mandy Saligari
dSKkk618ax0,Hany Zerbib
HB2SlA68YDU,Kevin Berthia
FcoJt2KLC9k,Shai Agassi
mPCDOij0bB0,Eric Larsen
zwpiI18TBdE,Manwar Ali
ncwpzEoVZCk,Ana Teresa FernÃ¡ndez
uebxlIrosiM,Candy Chang
Z2hFbbG7t70,Hudson Taylor
ImQrUjlyHUg,Mark Pagel
pF72px2R3Hg,Lauren Singer
mxNpNuogqsY,Sarah Gray
1EHZAQmw2JA,Dr. Shimi Kang
6LpSNMaU0r8,Israel & Iran
TS6lFDVRS3g,Wendy Troxel
6Co3dn0nSTk,Rabbi Laurie Coskey
f5udS4pbXPk,Peter Hennessy
DOgsYATbVSs,Jennifer Senior
gnuFrtTNUTc,BLACK
mmhedbY8wjU,Danielle Billing
IDkSDPgrtjs,Edith Widder
8C2t8P809x8,Pratik Shah
3WCwBVprDuQ,David Orban
fwYS1jyEzmU,Nasma bouchelkia & Saliha moulfi
Y4xCpqVaS6I,Kate Orff
0SW0HFy9Et4,Deeyah Khan
KU0zEEDRKXo,William To
l7FUP2iYNYw,Jackie Corcoran
ZvSJE9n0GfA,Jane Langton
kOPMqiKhoSc,Michal Bitterman
CycOuSVQOnM,Robin Goland
BIvezCVcsYs,Katie Bouman
KExLCJAuTXA,Jojo Mayer
GB4s5b9NL3I,Yanis Varoufakis
NtOoDN0ojxo,Lee Crockford
GgBpyNsSSjU,The Minimalists
0JGarsZE1rk,Eve Abrams
mMDuakmEEV4,John-Dylan Haynes
RD07GkmM2fc,Mike Biddle
pLCeQyxVWB8,Shannon Cohn
uS3UYncNwz4,Alexandre O. Philippe
SaouBn7IKIo,Ryan Holladay
KElS5nZD5yc,Hillel Cooperman
QvSZ1MtaXME,Takaharu Tezuka
YjHSx0xmXtU,Marshall Shorts
LN820hIQ17Q,Dustin Yellin
N4wFyRGilp4,Robert Wright
3SAZ5R2SC88,Cosmin Mihaiu
XZ3nEK1qSkA,Sebastian Wernicke
Af5qUxl1ktI,Jeroen Raes
CsqSDpmgsQg,Susie Louis
p49rv25dx0g,Julia Horwitz
9EglK8Mk18o,Freeman Hrabowski
kpfsQbFV5SU,Al Vernacchio
h7u6NScSWtY,Handspring Puppet Company
ZK3S2rCHmPA,Daniel Cherniske
C8zY0oAdQrs,Larry Smith
jUHE4SE3Mcg,The Lady Lifers
3F2jACWwKdU,Jason McCue
unSnvLgyf3o,Elliot Kay
M5tre30cRwU,Will Hornyak
UQkIbUvcs7w,Shane Bitney Crone
jKl0tb3VmfQ,Taryn Simon
KIKqRFZ3r1I,Gareth Williams
dRqih1Zz21o,Roger Hanlon
JRHzQG0aI8w,Mikkel Rasmussen
khRkIVPa1Vc,Jennifer Leavey
da1vvigy5tQ,Sarah Hallberg
YzGjO5aHShQ,Paola Antonelli
kdqUhTnAgJU,Jennifer Granick
qu7ZpWecIS8,Clay Shirky
H03o2WCBoDU,Augie Picado
ZVS5I2RMTGM,Jennifer Hanzlick
fWqKalpYgLo,Miho Janvier
cSKnaYZJg48,Moshe Safdie
ELgvDMTKyBE,Julian Treasure
lUaSg8ZNswU,Lillian Smestad
CFrrgfEuMwc,Radhika Dalal
IRhl1lr0nJg,Tom Bieling
SqgSz1UmcBM,Jim Al-Khalili
2NcetHNXaxU,Curt Ellis
QJ28IC63hlI,Simran Sethi
u4m65sbqbhY,Thomas Insel
IYpovgkaS9Q,Michael Bodekaer
Kaq7FhvOtE0,Mauro Iurato
I8tg0Myjimg,Nora Jaccaud
3o655tLnik0,Levon Biss
NyQ1wLFj0f8,Cesar Gonzalez
im03Zni5BJw,ErinÃ§ Ermin
Ogce5D2XMZ0,Paul Tasner
bfAzi6D5FpM,Dan Pallotta
cswhOCKQZ7Q,Ardon Shorr
q1pKLVX3VSA,Chris White
Sj2XrT0QN5A,Quyen Nguyen
Td2hfdXQ5x8,Kimberley Motley
LiyaSr5aeho,Daniel SiegelMD
fbeFn1Xcqo4,Dr Joanna McMillan
E7sqRrUoL3U,Golde Ebding
86xSuStz0MA,Elizabeth Gilbert
J6JrHteOsII,Dr. Rodney Ford
l5Bbg96VODk,Jihad Dib
XS3m37czBfk,Dr Jeffrey Howard
ZJXxySanins,Eleanor Perry-Smith
bz3AtnMH7nU,Tyleen Cisneros
IS4IK8CiLg8,Raghava KK
P9YbrVFoX0Q,Dave Troy
EeHSCk940DU,Sienna Brown
bvAEJ8G9l9U,Scott Dinsmore
snHSSUcGSSE,Anna Mracek Dietrich
EHTmxmuhZ10,Philip Evans
WF6SDe4USvE,Jim Toomey
1CN7PF10RKo,T. Colin Campbel
MCeaijwHxS0,Tinsae Erkailo
z5LSvPkorBU,Mark Shaw
aZWxtQ19JsE,Ken Berry
r8Ff1XjSSeM,Jonathan Drori
FQEEMpzPZlY,Keller Rinaudo
bmmnEJ4rtCI,Florence Williams
1G0MzlfMPuM,Golan Levin
2vESelqTGlQ,FranÃ§oise Mouly
AbqsMDfX9Ig,Ross Martin
62cNtvx6P8E,Bill Davenhall
ysln0YyjUok,Charlie Todd
U8XD0CcNhPU,Eleni Gabre-Madhin
wmMrZyVANUo,John Cary
Fr26scqsIwk,Lesli Bisgould
WKXmw7uZc5U,Jolie Guillebeau
PrZwUTdFmis,Aparna Rao
V1qHNrQQHZI,Chris Blackwell
QhLLMBN57AU,Mair Hill
Ai7SOP5Zlc8,Priyamvada Natarajan
5sg4zxZMDN4,Gerardo Soto y Koelemeijer
YDvbDiJZpy0,Dan Bricklin
lASzdhSbQBo,Barry Schwartz
qH4GAXXH29s,SebastiÃ£o Salgado
h4mmeN8gv9o,Ziauddin Yousafzai
Lp5Ccer5NM8,Heather Koldewey
yuD6ozE9rtc,Philip Owuor
9fyjlxizLFI,Khara Plicanic
MEDgtjpycYg,Adam Galinsky
HJouIL6uaoc,Jocelyn Swigger
2VLje8QRrwg,Matthew Peterson
7SjWguOXVwE,Sandra Garrido
3DsHHfu4Sco,David Milarch
PB7xs7UpIfY,Stephen Cave
AyWtIwwEgS0,Olivier Scalabre
xeFl0RE31x0,Pawan Sinha
A9UmdY0E8hU,Harald Eia
0ZfSOArXbGQ,Chance Coughenour
YeJhVtJKJU8,Rob Harmon
qdiF1fSGfyM,Curtis Carroll
6StqiaPoS2U,Anand Varma
vTBp0Z5GPeI,Leah Buechley
3r1IPsldbBg,Mariana Mazzucato
xpfxVRBddNQ,Lisa Cochrum
kEejVSZ5mLY,Gerwin Hop
2pb37k555AY,Rasheeda Page-Muir
jpuDyGgIeh0,Dr. Rick Hanson
GqnJFm1CS3c,Jamil Abu-Wardeh
CstD6O95LSo,LZ Granderson
a4PUlSHZvf8,Anna Frost
HMYVHShBGWg,Ray Kurzweil
gmjSazFbpkA,Shonda Rhimes
8HfoKd873HY,Monica Byrne
MiYSCShJwKg,Harper Reed
O6GimGZz6a8,Marcel Dicke
ekUh9AW1hKg,Robert Full
usqKpe2RoZk,Teagan Mauck
bSZh8qdKaBc,Tigran Petrosyan
koOpvazE9VQ,Tameka Flowers
PdxPCeWw75k,Hyeonseo Lee
DKSt79dUqJs,Catalina Oana Curceanu
lnvkNGc6YYM,Calgary Avansino
GXySSkBVq1M,Shawn Achor
HXGwJevjOfs,Kelli Jean Drinkwater
IAAK7GWQ32Y,Sylvia Tenkorang-Kontoh
jSSqQDPGW2k,Rebecca Brachman
H3ddtbeduoo,Christopher Emdin
LNHBMFCzznE,Lara Boyd
Phf66nAoMIk,Basheer Jones
g985z9Wq5gk,Sara Volz
qrNDkRHAA4E,Larry Smith
drv3BP0Fdi8,Stephen Ilardi
AfljJGTVcKE,Tim Phillips
EZSf3Fc0ZRA,Gero Miesenboeck
JSuTsrxfYWQ,Ellen Dunham-Jones
ltelQ3iKybU,Shyam Sankar
SX0mgOOSpLU,Carol Dweck
DZyaRAVcYuY,Camille ARMASï¼ˆã‚«ãƒŸãƒ«ãƒ»ã‚¢ãƒ©ãƒ ã‚¹ï¼‰
ROgFmb3oTLo,Shereen El Feki
xuAAPsiD768,Will Potter
ARGkp6am3S8,Megan Schwab
nncPtxLCPrE,Seth Berkley
NDWkSrKRTCs,Marie Hanson
KOtFDsC8JC0,Nancy Lublin
E6ynZcLdi2Q,Stevens Chan
lbIh6yngKHo,Brian Magerko
K7TEslQCwTY,Elijah Jones
ultonpeO0ZA,Anne Madden
cPsP4F1qYCI,Sophie Baxter
RF6qTlgtHU0,Stephen Ritz
1cJiAS6NSUI,Adam Johnston
8PQc3M2HQSs,Elijah Aaron
VIgzTLDyObo,Matthew Childs
LVFVaWCV1TE,Hannah Brencher
v7UKkzIaSsQ,Abdulkafi Albirini
mulbSSAULSo,Vita Matiss
X9FFzWUInyA,GrÃ©goire Courtine
CjB6DQGalU0,Amit Sood
mAAxykQH0Wo,Honor Harger
SWiwSBLXS3k,Kare Anderson
tHSTfiMtSDE,Yelitsa Jean-Charles
pSpSEx5KR4g,Lalitesh Katragadda
MZbhgk4S7dA,Kyle Seaman
IuQZ21spTRg,Rory Stewart
7Y9W1Gex660,Thomas Hellum
bo4HiVetBd0,Philip Zimbardo
IshrD4mjnNU,Laura Bates
ZlKrvnB8YnU,Ariel Jo Scales & Iyana Puff Smith
cS3f3rQRlug,David Helfman
TH9CqtMzxG0,John Tartaglio
4yyPSZSGLOI,Alec Ross
czWSxBvDtHY,Joaquin Farias
oLomVgNbNV8,Carolina Ruggero
UoMpbLSFsig,Michael Metcalfe
OhJkutOr4OQ,Mahalia
IHyR7p6Shn0,Jane Fonda
I5M7V4ci4lQ,Amina Rizwan
YL1XwfyaS00,Dyan deNapoli
8aSUUhW7SHU,Daniel Sloss
IW8mHxAkOtA,Wendy Freedman
zcMj4Az1MwE,Caitlin Doughty
uwNSLS7bZdg,Prof. Norihiko Takeuchi
4jUdCy6Vghw,Cyndi Shannon Weickert
gXlIASSrI4E,Meaghan Ramsey
VGUnvr6ImOo,Dave Ensberg
vPn94XAUBoo,Kristen Marhaver
kMfPyytHwU4,Lara Stein
2MifgJqOm3Q,Michel Reilhac
23vKtqo2t4k,Alberto Cairo
8uOIa3AgSWY,The Ahn Trio
NL0uxDscjdo,Diane Benscoter
